YEAR,MO,DY,T2M,QV2M,PRECTOTCORR,WS10M_RANGE,PS
2016,6,3,11.39,7.51,2.09,3.71,101.24
2016,6,4,14.86,8.79,0.28,3.17,101.3
2016,6,5,13.75,7.57,0.21,3.07,101.73
2016,6,6,13.87,7.32,0,1.78,101.89
2016,6,7,16.42,8.67,0.04,1.93,101.93
2016,6,8,15.65,8.42,0.12,3.72,102.01
2016,6,9,14.44,8.06,0.07,1.21,101.77
2016,6,10,14.65,8.18,0.18,1.34,101
2016,6,11,15.7,9.34,4.49,1.44,100.67
2016,6,12,16.35,9.83,4.31,3.16,100.25
2016,6,13,15.01,9.46,5.74,2.81,99.67
2016,6,14,15.46,9.4,5.66,3.07,99.17
2016,6,15,14.83,8.54,1.45,2.08,99.28
2016,6,16,14.36,8.3,1.71,2.68,99.78
2016,6,17,14.02,8.24,2.24,2.61,100.36
2016,6,18,12.35,7.51,4.12,6.41,101.41
2016,6,19,14.94,8.54,2.14,6.21,101.74
2016,6,20,16.39,10.25,21.55,6.95,100.83
2016,6,21,17.06,9.58,0.09,3.56,101.22
2016,6,22,17.32,10.86,1.66,4.52,101.48
2016,6,23,19.3,12.51,51.13,3.27,101.16
2016,6,24,17.27,9.7,0.88,2.73,101.26
2016,6,25,14.68,8.24,8.15,2.14,101.21
2016,6,26,14.82,8.61,3.68,2.89,101.17
2016,6,27,15.75,8.73,2.09,4.45,101.22
2016,6,28,14.83,7.81,4.57,5.38,100.98
2016,6,29,14.53,8.61,3.72,8.2,100.29
2016,6,30,15.86,9.03,3.04,3.84,100.39
2016,7,1,15.69,8.85,2.29,2.79,100.27
2016,7,2,13.48,7.2,1.13,3.67,100.76
2016,7,3,14.55,8.06,0.55,1.73,101.35
2016,7,4,16.94,8.85,0.1,6.41,101.34
2016,7,5,15.74,8.85,1.23,5.53,101.18
2016,7,6,14.89,7.45,0.01,3.59,101.74
2016,7,7,17.3,9.46,0.02,3.59,101.44
2016,7,8,17.27,9.83,1.55,6.68,101.07
2016,7,9,17.75,10.62,1.22,5.95,101.18
2016,7,10,18.17,10.74,0.72,4.05,100.33
2016,7,11,17.33,9.77,2.38,6.73,100.17
2016,7,12,14.7,8.97,6.06,2.75,100.71
2016,7,13,14.02,7.69,1.16,3,101.26
2016,7,14,15.05,7.81,0.26,4.87,101.86
2016,7,15,16.18,8.67,0.1,3.91,102.04
2016,7,16,19.85,11.96,2.79,4.13,101.86
2016,7,17,20.1,11.72,0.71,4.13,101.71
2016,7,18,19.37,9.89,0,1.73,101.74
2016,7,19,20.05,11.23,0,2.84,101.46
2016,7,20,22.19,13.24,1.24,5.9,100.58
2016,7,21,18.32,10.62,0.59,2.72,101.18
2016,7,22,18.16,9.46,0.01,2.05,101.51
2016,7,23,19.06,10.01,0.07,3.24,101.63
2016,7,24,19.72,11.35,0.25,2.56,101.37
2016,7,25,17.81,9.7,0.23,2.56,101.42
2016,7,26,17.33,9.52,0.68,2.14,101.58
2016,7,27,17.53,10.5,4.11,4.95,101.06
2016,7,28,17.77,10.19,1.52,3.59,100.89
2016,7,29,17.8,10.68,2.64,3.38,100.58
2016,7,30,16.83,9.58,1.02,1.25,100.89
2016,7,31,15.97,8.3,0.1,3.86,101.19
2016,8,1,15.52,8.3,4.54,1.77,101.35
2016,8,2,18.08,11.54,6.37,2.49,100.53
2016,8,3,18.92,10.44,0.4,3.5,100.18
2016,8,4,16.86,9.52,0.74,5.04,100.41
2016,8,5,17.32,9.16,0.19,3.62,101.45
2016,8,6,18.52,9.52,0.04,4.05,102.1
2016,8,7,19.41,10.19,0.04,3.83,101.73
2016,8,8,15.49,7.81,0.27,5.73,101.58
2016,8,9,13.7,7.08,1.42,3.23,101.94
2016,8,10,13.56,6.9,0.91,3.96,101.94
2016,8,11,15.62,9.64,5.45,2.77,101.57
2016,8,12,18.69,9.89,0.03,3.35,101.72
2016,8,13,17.79,9.46,0.01,4.52,101.73
2016,8,14,16.1,8.67,0.08,1.04,102.13
2016,8,15,15.51,8.36,0,1.84,102.13
2016,8,16,15.26,8.54,0.12,1.76,101.66
2016,8,17,16.79,9.34,0.04,3.16,101.06
2016,8,18,16.55,10.01,0.04,2.96,100.76
2016,8,19,16.14,10.68,5.11,4.28,100.32
2016,8,20,16.66,9.03,0.44,4.84,100.18
2016,8,21,17.09,9.52,6.37,3.78,100.96
2016,8,22,19.61,11.84,3.16,5.32,101.72
2016,8,23,20.12,11.35,0.01,4.02,101.92
2016,8,24,21.64,13.31,0.21,4.17,101.45
2016,8,25,20.6,12.7,0.32,3.75,101.15
2016,8,26,19.69,9.58,0.07,4.02,101.35
2016,8,27,17.78,10.31,0.4,6.8,101.3
2016,8,28,18.26,10.99,3.69,4.78,100.84
2016,8,29,16.93,9.03,0.14,2.78,101.71
2016,8,30,17.69,9.09,0,2.74,102
2016,8,31,17.4,9.89,0.1,2.84,101.59
2016,9,1,17.12,9.16,0.03,2.15,101.76
2016,9,2,16.24,10.01,1.51,3.25,101.35
2016,9,3,16.44,9.64,4.6,5.74,100.99
2016,9,4,17.06,9.77,1.66,6.69,100.65
2016,9,5,16.85,10.25,0.66,4.09,101.51
2016,9,6,20.38,13.12,0.98,1.74,101.89
2016,9,7,19.59,12.33,0.81,2.3,101.43
2016,9,8,18.03,10.25,0.03,4.77,100.7
2016,9,9,17.8,10.25,0.24,5.62,101.06
2016,9,10,17.76,11.05,2.46,4.52,100.85
2016,9,11,14.49,7.93,0.07,3.62,101.26
2016,9,12,18.02,10.93,0.01,3.87,101
2016,9,13,20.99,12.82,0,1.25,100.73
2016,9,14,21.25,12.51,0,3.88,100.76
2016,9,15,19.77,11.96,0.03,3.52,100.6
2016,9,16,15.47,10.25,24.01,6.97,100.66
2016,9,17,16.22,10.07,1.98,5.38,101.36
2016,9,18,15.76,10.07,1.63,3.18,101.63
2016,9,19,15.23,9.52,0.77,1.45,101.71
2016,9,20,14.97,9.16,0.93,0.96,101.59
2016,9,21,15.76,8.73,0.2,3.2,101.46
2016,9,22,15.73,9.34,0.41,2.33,101.47
2016,9,23,12.76,6.65,0.03,2.05,101.95
2016,9,24,16.08,8.97,0,5.41,101.36
2016,9,25,15.63,8.42,0.11,4.89,101.04
2016,9,26,12.44,7.45,0.12,2.72,101.83
2016,9,27,15.23,9.4,0.13,6.46,101.78
2016,9,28,16.27,9.58,0.08,3.55,101.69
2016,9,29,15.58,8.48,0.38,5.35,100.86
2016,9,30,12.74,7.08,0.57,4.55,100.73
2016,10,1,10.91,7.39,12.31,2.8,100.24
2016,10,2,11.47,6.71,3.65,5.92,101.13
2016,10,3,11.43,7.2,0.08,1.89,102.47
2016,10,4,13.65,7.75,0.05,3.79,102.84
2016,10,5,11.81,5.98,0,4.85,102.83
2016,10,6,11.47,6.16,0.25,4.11,102.28
2016,10,7,12.4,7.57,1.06,2.34,101.95
2016,10,8,11.82,7.32,4,2.2,102.2
2016,10,9,10.26,6.1,1.06,1.81,102.38
2016,10,10,9.33,6.23,2.14,1.28,102.15
2016,10,11,10.39,6.84,2.83,2.3,101.92
2016,10,12,10.99,6.71,2.27,3.34,101.77
2016,10,13,10.08,6.1,0.79,4.3,101.11
2016,10,14,10.65,6.59,3.22,4.24,100.34
2016,10,15,12.16,7.93,4.35,4.81,100.36
2016,10,16,12.31,8.18,3.5,7.35,101
2016,10,17,11.8,7.39,0.58,3.46,101.38
2016,10,18,9.15,6.1,5.87,4.3,101.32
2016,10,19,9.47,6.65,3.7,4.78,101.42
2016,10,20,10.72,6.9,2.36,4.42,101.54
2016,10,21,10.13,6.65,1.58,2.93,101.45
2016,10,22,9.44,6.23,0.99,3.42,101.2
2016,10,23,8.86,6.04,1.39,2.72,100.93
2016,10,24,8.89,5.92,0,2.81,101.05
2016,10,25,9.67,6.35,0.02,1.56,101.91
2016,10,26,10.3,7.26,0.18,3.52,102.32
2016,10,27,9.74,6.71,0.2,2.83,102.6
2016,10,28,12.27,7.75,0.13,4.79,102.82
2016,10,29,13.15,8.12,0.11,1.67,102.98
2016,10,30,12.03,8.06,0.1,1.86,102.65
2016,10,31,11.48,7.81,0.03,1.48,102.32
2016,11,1,8.22,6.47,0.3,4.11,101.95
2016,11,2,5.26,4.94,0.25,4.27,101.87
2016,11,3,5.45,4.88,0.04,3.95,101.59
2016,11,4,5.7,5.55,3.09,5.24,100.47
2016,11,5,4.3,4.76,0.78,6.25,99.92
2016,11,6,4.86,5,5.93,6.21,99.9
2016,11,7,5.73,4.64,3.01,9.89,100.67
2016,11,8,1.98,4.09,1.86,2.83,100.46
2016,11,9,4.45,5,14.96,5.06,99.58
2016,11,10,4.33,5,3.11,3.25,100.15
2016,11,11,5.51,4.58,0.07,3.7,101.62
2016,11,12,6.38,5.43,5.8,6.03,101.37
2016,11,13,7.16,5.98,0.6,3.59,102.13
2016,11,14,7.44,6.23,4.89,3.8,102.34
2016,11,15,11.32,7.93,0.88,3.36,101.88
2016,11,16,9.69,6.84,0.65,5.65,100.84
2016,11,17,6.12,5.37,0.34,8.2,99.41
2016,11,18,3.54,4.33,0.26,3.59,98.99
2016,11,19,3.44,4.52,3.91,1.69,99.57
2016,11,20,6.07,5.74,18.16,11.16,98.38
2016,11,21,8.96,7.08,14.5,7.62,98.83
2016,11,22,8.83,6.23,0.94,9.25,99.73
2016,11,23,6.93,5.86,0.12,6.7,101.47
2016,11,24,7.73,5.43,0.02,2.98,102.08
2016,11,25,6.33,4.76,0,3.87,101.95
2016,11,26,4.69,5.13,0.05,1.39,101.73
2016,11,27,6.69,5.13,0.22,2.98,102.07
2016,11,28,3.78,3.97,0.05,1.52,102.72
2016,11,29,0.99,3.23,0,2.36,103.03
2016,11,30,0.37,3.72,0.07,2.84,102.9
2016,12,1,3.33,4.64,0.38,1.94,102.41
2016,12,2,5.27,5.31,0.74,1.88,102.19
2016,12,3,3.3,4.27,0.12,1.45,102.25
2016,12,4,2.17,3.72,0,1.65,102.18
2016,12,5,2.14,4.58,0.01,2.28,102.13
2016,12,6,4.95,5.55,0.18,3.23,102.31
2016,12,7,8.19,6.53,0.22,3.33,102.12
2016,12,8,9.26,6.96,1.33,4.66,102
2016,12,9,9.69,7.14,0.44,4.16,101.99
2016,12,10,8.89,6.9,15.88,4.11,101.53
2016,12,11,6.41,5.68,0.23,3,101.8
2016,12,12,5.98,5.55,0.92,4.84,101.86
2016,12,13,8.02,6.53,0.84,1.73,101.59
2016,12,14,8.18,6.59,0.15,1.72,101.65
2016,12,15,6.48,5.8,0.2,1.91,101.64
2016,12,16,7.13,6.1,0.21,3.05,102.18
2016,12,17,6.26,5.68,0.35,1.91,103.27
2016,12,18,5.76,5.43,0.14,2.13,103.1
2016,12,19,5.08,5.19,0.2,2.92,102.33
2016,12,20,2.82,4.39,0.01,3.7,101.76
2016,12,21,6.37,5.8,0.3,6.77,101.45
2016,12,22,4.56,4.94,0.12,4.3,102.17
2016,12,23,6.71,5.74,1.62,8.65,101.96
2016,12,24,5.58,5.19,1.62,2.89,101.8
2016,12,25,9.73,6.96,0.34,1.82,101.53
2016,12,26,5.32,4.76,0.76,3.32,102.46
2016,12,27,1.54,4.15,0.03,4.75,103.8
2016,12,28,1.58,4.03,0.18,3.05,103.86
2016,12,29,2.28,4.33,0.09,1.66,103.33
2016,12,30,2.69,4.39,0.42,1.04,103.08
2016,12,31,5.15,5.25,0.46,2.55,102.45
2017,1,1,4.5,4.94,9.16,4.65,101.33
2017,1,2,2.21,3.97,0.22,2.37,102.26
2017,1,3,2,4.15,0.74,2.99,102.02
2017,1,4,4.75,4.58,0.38,3.92,101.83
2017,1,5,2.78,4.09,0.16,3.23,102.9
2017,1,6,2.9,4.21,2.59,3.48,103.07
2017,1,7,4.28,4.94,1.35,3.82,102.64
2017,1,8,5.55,5.49,0.79,2.32,102.69
2017,1,9,5.69,5.49,5.15,5.19,101.28
2017,1,10,3.81,4.88,0.41,2.78,100.41
2017,1,11,5.96,4.76,0.3,6.24,100.3
2017,1,12,2.65,4.33,12.75,8.12,99.75
2017,1,13,0.89,3.66,3.15,5.64,99.98
2017,1,14,0.33,3.66,0.66,2.15,101.28
2017,1,15,0.9,3.91,4.06,4.41,101.73
2017,1,16,2.37,3.97,0.33,1.96,102.4
2017,1,17,0.22,3.42,0,1.13,103.22
2017,1,18,-0.81,2.93,0,2.43,103.48
2017,1,19,1.54,3.3,0.01,2.06,103.35
2017,1,20,1.15,3.36,0.01,1.83,103.06
2017,1,21,0.44,3.54,0.01,3.1,102.49
2017,1,22,-0.92,3.23,0.01,1.43,102.33
2017,1,23,-0.08,3.66,0.17,1.4,102.33
2017,1,24,0.49,3.97,0.08,1.88,102.35
2017,1,25,0.52,3.72,0.49,2.2,102.38
2017,1,26,-1.16,3.05,0.16,3.46,101.71
2017,1,27,1.58,4.15,0.37,2.73,100.86
2017,1,28,3.94,5,0.13,3.5,100.65
2017,1,29,3.54,4.76,10.01,4.68,100.81
2017,1,30,4.3,4.88,0.4,2.4,100.69
2017,1,31,3.82,4.52,2.07,3.55,101.06
2017,2,1,6.62,5.92,7.31,1.7,100.34
2017,2,2,8.26,6.47,0.99,3.42,99.47
2017,2,3,7.25,5.92,0.68,2.8,99.23
2017,2,4,3.54,4.88,0.37,9.55,99.35
2017,2,5,3.87,4.88,0.31,1.22,100
2017,2,6,4.47,4.82,0.57,4.68,101.31
2017,2,7,4.3,4.88,5.83,4.32,101.11
2017,2,8,1.32,3.6,0.55,3.12,102.27
2017,2,9,0.26,3.3,1.26,2.64,102.45
2017,2,10,0.2,3.3,1.34,3.55,102.02
2017,2,11,0.94,3.54,2.84,3.96,101.89
2017,2,12,2.71,4.15,4.12,1.33,102.12
2017,2,13,3.8,4.39,0,2.27,102.25
2017,2,14,5.27,4.82,0.03,2.04,102.19
2017,2,15,7.55,6.1,1.32,3.73,102.38
2017,2,16,6.9,5.31,0.29,2.66,102.35
2017,2,17,7.1,5.55,0.34,5.26,102.23
2017,2,18,5.52,5.19,0.12,4.34,102.03
2017,2,19,7.26,5.62,0.37,3.56,101.64
2017,2,20,11.23,7.39,0.77,4.22,101.14
2017,2,21,9.78,6.53,0.6,6.58,100.89
2017,2,22,10.08,7.02,9.53,9.42,100.04
2017,2,23,7.53,5.49,6.43,15.66,98.84
2017,2,24,3.93,4.27,0.46,4.79,100.93
2017,2,25,6.7,5.55,4.8,5.35,100.72
2017,2,26,9.51,6.16,0.7,4.19,99.96
2017,2,27,7.08,5.8,8.03,3.59,98.47
2017,2,28,3.78,4.33,2.26,3.07,98.2
2017,3,1,5.26,4.82,1.88,3.57,99.2
2017,3,2,5.31,4.46,2.27,7.48,100.08
2017,3,3,5.3,5.37,3.78,4.28,99.62
2017,3,4,6.67,5.8,6.02,3.94,98.5
2017,3,5,4.81,5.07,4.5,8.16,98.64
2017,3,6,5.15,5,1.46,3.62,99.81
2017,3,7,4.41,4.58,0.22,3.69,101.1
2017,3,8,8.06,6.04,7.97,6.4,100.72
2017,3,9,7.99,5.55,0.28,8.23,101.53
2017,3,10,7.08,5.37,0.03,4.8,102.13
2017,3,11,8.91,6.35,0.22,1.89,101.47
2017,3,12,7.98,5.92,0.24,2.98,101.13
2017,3,13,8.73,5.62,0.03,3.41,102.29
2017,3,14,10.43,6.77,0.17,4.31,102.6
2017,3,15,10.01,5.86,0.01,1.86,102.73
2017,3,16,9.4,6.23,0.06,5.34,101.71
2017,3,17,6.59,5,3.16,8.48,100.95
2017,3,18,11.23,7.32,1.66,7.47,100.22
2017,3,19,11.54,7.39,0.61,4.2,100.14
2017,3,20,9.94,6.96,4.95,7.2,99.77
2017,3,21,5.9,4.21,0.02,5.45,100.28
2017,3,22,6.8,4.94,3.08,8.27,100.46
2017,3,23,7.15,5.19,0.53,6.52,101.4
2017,3,24,6.53,4.82,0,5.03,102.64
2017,3,25,6.05,4.27,0,3.39,102.71
2017,3,26,7.1,5.13,0,3.36,102.24
2017,3,27,7.36,5.43,0.05,2.62,101.93
2017,3,28,9.07,6.04,0.19,5.93,101.57
2017,3,29,12.07,7.39,0.87,2.58,101.62
2017,3,30,13.26,7.32,0.02,3.05,101.43
2017,3,31,12.01,7.02,0.06,5.27,100.57
2017,4,1,10.19,6.35,0.18,4.87,100.56
2017,4,2,8.9,5.98,0.09,2.1,101.73
2017,4,3,9.72,5.98,0.15,3.14,102.11
2017,4,4,8.83,6.1,0.3,4.16,102.14
2017,4,5,7.95,5.07,0.01,4.61,102.54
2017,4,6,9.26,5.62,0,1.7,102.56
2017,4,7,8.53,5.68,0.02,2.37,102.24
2017,4,8,9.83,6.16,0.02,2.45,102
2017,4,9,12.79,7.14,0.02,5.06,101.6
2017,4,10,9.37,5.31,0.1,6.44,101.98
2017,4,11,9.54,5.62,0.04,3.31,102.09
2017,4,12,8.91,5.92,0.55,3.02,101.24
2017,4,13,8.02,5.13,0.04,3.5,101.25
2017,4,14,9.94,6.16,3.95,4.77,101.05
2017,4,15,8.74,5.19,0.18,3.23,101.21
2017,4,16,8.12,5.31,3.68,4.55,101.54
2017,4,17,6.94,4.46,0.28,3.52,101.85
2017,4,18,5.88,4.21,0.22,5.15,102.68
2017,4,19,5.98,3.85,0,1.61,103.29
2017,4,20,8.5,5.55,0.39,3.47,103.07
2017,4,21,10.55,6.47,0.99,4.16,102.57
2017,4,22,7.95,5,0.39,4.21,102.42
2017,4,23,8.58,4.76,0.01,2.31,102.1
2017,4,24,7.88,5.31,2.49,4.27,100.96
2017,4,25,3.87,3.85,0.86,3.24,100.79
2017,4,26,4.8,4.33,1.63,4.53,101.26
2017,4,27,4.9,4.64,1.96,4.27,101.29
2017,4,28,6.55,4.58,0.53,4.64,101.2
2017,4,29,9.36,5.8,0.48,4.86,101.13
2017,4,30,11.21,5.86,0.15,5.64,100.13
2017,5,1,10.43,6.35,1.58,5.33,100.36
2017,5,2,9.61,6.04,0.33,4.55,101.57
2017,5,3,8.92,6.23,1.68,3.84,101.87
2017,5,4,9.87,5.86,0.09,3.97,101.94
2017,5,5,9.83,5.55,0.25,4.4,101.82
2017,5,6,9.8,6.29,0.33,1.6,101.07
2017,5,7,9.63,5.55,0.23,4.05,101.6
2017,5,8,9.07,5.68,0.42,5.69,102.12
2017,5,9,8.23,5.07,0.32,2.59,101.79
2017,5,10,8.47,4.82,0,2.91,100.52
2017,5,11,11.25,6.35,0.02,3.4,99.45
2017,5,12,13.59,8.3,1.38,6.04,99.37
2017,5,13,13.01,7.2,0.5,2.5,100.38
2017,5,14,13.34,7.02,0.51,4.18,101.39
2017,5,15,12.51,8,4.02,6.64,102.02
2017,5,16,16.81,10.07,2.14,4.35,101.88
2017,5,17,15.76,10.13,19.81,4.45,101.17
2017,5,18,13.38,7.45,11.67,4.8,100.77
2017,5,19,10.32,6.77,19.4,6.98,100.58
2017,5,20,11.59,6.65,0.68,5.72,101.33
2017,5,21,12.49,6.77,0.07,2.07,101.98
2017,5,22,14.42,7.81,0.02,1.62,101.34
2017,5,23,16.05,8.79,0.06,2.8,101.55
2017,5,24,16.57,9.22,0.14,2.67,102.07
2017,5,25,16.55,9.03,0.01,2.27,102.05
2017,5,26,16.48,8.85,0.01,3.24,101.59
2017,5,27,18.11,10.19,2.62,4.54,101.01
2017,5,28,16.94,9.28,0.25,4.45,101.32
2017,5,29,15.94,9.7,4.15,3.06,100.87
2017,5,30,16.87,9.83,1.22,2.95,100.99
2017,5,31,14.98,8,0.12,3.29,101.82
2017,6,1,16.33,8.73,0.02,1.91,101.69
2017,6,2,16.97,9.28,3.52,2.53,101.23
2017,6,3,16,8.73,0.67,3.28,100.9
2017,6,4,14.44,7.26,0.25,2.23,101.06
2017,6,5,14,7.69,4.77,6.58,100.28
2017,6,6,12.51,7.69,17.11,8.34,98.83
2017,6,7,14.11,6.84,2.08,7.38,100.34
2017,6,8,15.38,8.85,3.04,4.81,100.51
2017,6,9,15.87,8.61,1.24,3.91,100.61
2017,6,10,16.53,8.48,0.03,5.91,101.18
2017,6,11,17.02,9.03,0.16,3.13,100.87
2017,6,12,14.8,7.81,0.1,6.14,101.12
2017,6,13,15.88,8.73,0.28,1.94,101.52
2017,6,14,16.67,8.61,0,2.23,101.39
2017,6,15,17.83,9.16,0.06,4.68,100.9
2017,6,16,16.44,8.67,0.06,4.93,101.79
2017,6,17,21.29,11.72,0.02,4.02,102.14
2017,6,18,22.5,12.51,0.03,1.97,101.93
2017,6,19,21.51,11.66,0,1.32,101.59
2017,6,20,17.71,10.13,0.09,3.61,101.54
2017,6,21,18.3,10.07,0,3.88,101.17
2017,6,22,19.62,10.99,0.22,5.77,100.61
2017,6,23,17.83,9.58,0.22,6.02,100.96
2017,6,24,18.58,10.68,2.05,3.8,100.73
2017,6,25,16.76,9.58,1.78,2.51,100.66
2017,6,26,14.62,6.96,0,1.65,101.05
2017,6,27,14.59,8.48,11.36,3.32,100.42
2017,6,28,14.62,9.52,11.04,2.09,99.19
2017,6,29,14.4,8.54,0.32,4.98,99.1
2017,6,30,15.54,9.03,0.77,4.15,99.99
2017,7,1,16.83,9.09,0.21,5.05,100.97
2017,7,2,16.72,8.3,0.25,5.34,101.54
2017,7,3,16.57,9.16,0.8,4.16,101.53
2017,7,4,17.76,10.13,0.57,2.94,101.54
2017,7,5,18.71,10.07,0.02,2.77,101.47
2017,7,6,18.4,10.38,0.48,4.86,101.22
2017,7,7,20.29,11.29,1.9,4.6,101.07
2017,7,8,17.88,9.16,0.98,3.31,101.39
2017,7,9,18.32,10.13,0.28,3.59,100.92
2017,7,10,18.91,10.68,3.12,3.3,100.36
2017,7,11,16.05,9.7,14.56,5.15,100.48
2017,7,12,14.83,7.87,15.85,9.15,101.14
2017,7,13,15.9,7.51,0.11,3.06,101.7
2017,7,14,15.79,8.54,1.59,5.05,101.41
2017,7,15,16.74,9.89,3.37,4.27,101.64
2017,7,16,18.83,11.35,4.45,4.28,101.76
2017,7,17,17.56,8.85,0.04,2.11,101.94
2017,7,18,17.76,9.34,0.05,4.77,101.44
2017,7,19,20.6,12.15,2.26,4.07,100.2
2017,7,20,17.38,9.89,2.64,6.5,100.29
2017,7,21,16.5,8.54,0.01,6.3,100.62
2017,7,22,16.64,9.09,3.8,4.33,100.47
2017,7,23,14.26,8.61,6.15,3.32,100.63
2017,7,24,15.32,9.34,3.59,6.2,100.8
2017,7,25,15.62,9.09,0.58,5.19,101.05
2017,7,26,16.89,10.38,0.67,7.81,100.28
2017,7,27,15.51,8.48,1.49,2.22,100.11
2017,7,28,16.52,8.97,3.55,4.62,100.26
2017,7,29,17.2,9.52,5.84,8.95,100.27
2017,7,30,17.08,9.34,4.05,4.62,100.08
2017,7,31,16.78,8.67,0.24,3.71,100.7
2017,8,1,16.49,8.61,0.38,3.61,100.99
2017,8,2,16.5,9.64,5.97,6.52,100.79
2017,8,3,18.23,9.89,1.67,5.89,100.14
2017,8,4,16.82,9.03,0.43,6.59,100.56
2017,8,5,14.65,7.81,1.44,3.32,101.19
2017,8,6,15.3,7.87,0.06,2.7,101.68
2017,8,7,16.28,9.52,2.09,3.42,101.28
2017,8,8,16.65,9.34,2.95,1.08,100.66
2017,8,9,14.94,9.22,16.56,6.3,101.09
2017,8,10,15.18,8.24,2.31,6.03,101.89
2017,8,11,16.3,8.36,0.44,5.62,101.32
2017,8,12,17.13,9.7,2.18,3.61,101.02
2017,8,13,15.8,8.06,0.33,2.41,101.65
2017,8,14,17.05,9.52,0.24,3.29,101.37
2017,8,15,16.91,9.4,2.25,3.27,101.09
2017,8,16,16.98,8.61,0.48,6.09,101.4
2017,8,17,18.58,10.8,12.94,4.12,100.64
2017,8,18,15.74,8.36,0.85,3.36,100.57
2017,8,19,14.38,7.51,0.51,4.91,101.09
2017,8,20,15.23,7.69,0.04,5.24,101.79
2017,8,21,15.6,8.91,0.12,3.91,101.82
2017,8,22,16.92,10.19,0.16,2.92,101.55
2017,8,23,18.34,11.23,0.49,3.16,100.91
2017,8,24,16.05,8.85,0.11,3.94,101.19
2017,8,25,16.79,9.09,0,1.34,101.33
2017,8,26,17.73,9.77,0.21,2.55,101.25
2017,8,27,17.83,9.46,0.01,2.56,101.47
2017,8,28,18.9,10.8,0.01,2.02,101.36
2017,8,29,18.16,10.56,6.44,3.53,100.92
2017,8,30,13.9,7.81,4.15,5.26,100.85
2017,8,31,13.82,7.32,0.35,2.2,101.27
2017,9,1,14.98,7.81,1.32,2.52,101.72
2017,9,2,14.29,7.45,0.43,1.69,101.73
2017,9,3,14.26,8.06,0.28,4.5,101.04
2017,9,4,16.86,10.74,2.11,3.78,100.81
2017,9,5,17.79,10.68,1.83,4.36,100.86
2017,9,6,14.15,7.57,0.32,4.71,101.28
2017,9,7,14.42,8,3.55,4.71,100.79
2017,9,8,14.51,9.03,6.3,5.27,99.4
2017,9,9,12.62,7.75,1.87,4.21,99.25
2017,9,10,12.85,8.06,1.23,8.91,99.25
2017,9,11,13.27,7.81,2.4,4.3,98.75
2017,9,12,13.21,7.14,8.3,7.89,99.78
2017,9,13,13.25,6.96,1.32,10.41,99.15
2017,9,14,10.33,6.96,5.72,6.23,100.12
2017,9,15,10.36,7.02,8.68,2.41,100.75
2017,9,16,10.85,7.2,2.87,3.11,100.67
2017,9,17,12.01,7.39,2.43,3.07,100.91
2017,9,18,12.05,7.63,5.15,4.3,101.17
2017,9,19,11.65,7.08,0.62,3.05,101.58
2017,9,20,12.73,7.81,0.42,2.88,101.38
2017,9,21,15.01,8.48,0.75,5.16,101.16
2017,9,22,12.3,6.77,0.08,2.29,101.69
2017,9,23,13.39,8,0.22,2.74,101.84
2017,9,24,14.76,8.24,0.01,3.36,101.7
2017,9,25,14.48,9.34,0.11,3.56,101.7
2017,9,26,14.4,8.97,0.48,0.8,101.88
2017,9,27,14.57,9.16,0.89,3.49,101.66
2017,9,28,16.46,9.77,4.78,3.55,101.43
2017,9,29,15.38,9.7,2.09,4.58,101.18
2017,9,30,12.33,7.39,0.13,2.63,101.23
2017,10,1,15.07,9.77,2.87,5.52,100.63
2017,10,2,13.65,7.51,0.1,4.4,100.65
2017,10,3,11.31,6.29,0.08,5.9,101.61
2017,10,4,10.76,6.29,3.02,5.4,101.47
2017,10,5,11.98,6.71,0.52,5.95,100.99
2017,10,6,9.44,5.86,0.16,5.62,101.93
2017,10,7,11.4,7.57,5.59,3.48,101.13
2017,10,8,11.4,7.32,0.57,4.15,101.46
2017,10,9,11.53,7.93,1.02,2.79,101.35
2017,10,10,13.15,8.3,0.54,4.07,100.88
2017,10,11,14.41,8.61,0.36,4.12,100.5
2017,10,12,11.29,6.71,0.01,3.95,101.41
2017,10,13,14.64,9.22,0.17,4.32,101.62
2017,10,14,15.39,9.52,0.08,4.84,101.85
2017,10,15,14.75,9.52,0.16,5.16,101.39
2017,10,16,15.48,9.52,0.09,7.24,101.16
2017,10,17,11.55,6.71,0.03,7.95,101.37
2017,10,18,11.89,8.3,7.75,2.7,100.84
2017,10,19,14.62,9.83,0.85,6.12,100.09
2017,10,20,12.27,7.81,4.26,4.83,99.89
2017,10,21,12.96,7.63,5.22,5.81,99.71
2017,10,22,9.76,6.04,1.08,5.24,100.5
2017,10,23,11.4,7.75,0.36,3.05,101.25
2017,10,24,14.98,9.58,0.26,6.34,101.17
2017,10,25,12.94,7.57,0.1,6.48,101.51
2017,10,26,10.08,6.9,0.12,3.33,102.01
2017,10,27,8.83,6.1,0.18,3.66,102.69
2017,10,28,10.11,7.14,0.57,6.01,101.75
2017,10,29,9.74,5.74,0.6,7.13,101.68
2017,10,30,7.16,5.07,0.03,2.45,102.49
2017,10,31,7.92,6.04,0.29,3.06,101.97
2017,11,1,9.31,6.71,0.21,2.86,101.41
2017,11,2,8.22,6.16,0.38,4.16,101.07
2017,11,3,8.38,6.41,0.35,3.69,100.92
2017,11,4,9.58,7.26,5.6,4.52,99.96
